Id,rdf_label,rdf_type,brick_isPartOf,brick_isFedBy
Room_52.10,Lobby 52.10,brick:Lobby,L52,
Room_52.01,Fire Stair 52.01,brick:Staircase,L52,
Room_52.02,Fire Stair 52.02,brick:Staircase,L52,
Room_52.13,Elec Plantroom 52.13,brick:Electrical_Room,L52,
Room_52.05,Female WC 52.05,brick:Restroom,L52,
Room_52.04,Male WC 52.04,brick:Restroom,L52,
Room_52.12,Lobby 52.12,brick:Lobby,L52,
Room_52.09,Services Lobby 52.09,brick:Lobby,L52,
Room_52.41,Fire Equipment 52.41,brick:Room,L52,
Room_52.51,Fire Equipment 52.51,brick:Room,L52,
Room_52.50,Fire Hydrant Room 52.50,brick:Room,L52,
Room_52.62,H.Comms 52.62,brick:Communications_Room,L52,
Room_52.64,T.Comms 52.64,brick:Communications_Room,L52,
Room_52.61,T.Elec 52.61,brick:Electrical_Room,L52,
Room_52.63,DAS 52.63,brick:Communications_Room,L52,
Room_53.03,Office 53.03,brick:Room,L53,
Room_53.11,Lobby 53.11,brick:Lobby,L53,
Room_53.1,Lobby 53.1,brick:Lobby,L53,
Room_53.01,Fire Stair 53.01,brick:Staircase,L53,
Room_53.02,Fire Stair 53.02,brick:Staircase,L53,
Room_53.13,Elec Plantroom 53.13,brick:Electrical_Room,L53,
Room_53.05,Female WC 53.05,brick:Restroom,L53,
Room_53.04,Male WC 53.04,brick:Restroom,L53,
Room_53.12,Lobby 53.12,brick:Lobby,L53,
Room_53.09,Services Lobby 53.09,brick:Lobby,L53,
Room_53.41,Fire Equipment 53.41,brick:Room,L53,
Room_53.51,Fire Equipment 53.51,brick:Room,L53,
Room_53.5,Fire Hydrant Room 53.5,brick:Room,L53,
Room_53.62,H.Comms 53.62,brick:Communications_Room,L53,
Room_53.64,T.Comms 53.64,brick:Communications_Room,L53,
Room_53.61,T.Elec 53.61,brick:Electrical_Room,L53,
Room_53.63,DAS 53.63,brick:Communications_Room,L53,
Room_55.03,Plantroom 55.03,brick:Mechanical_Room,L55,
Room_55.04,High Rise Lift Machine Room 55.04,brick:Room,L55,
Room_55.12,Lobby 55.12,brick:Lobby,L55,
Room_55.01,Fire Stair 55.01,brick:Staircase,L55,
Room_55.02,Fire Stair 55.02,brick:Staircase,L55,
Room_55.41,Fire Equipment 55.41,brick:Room,L55,
Room_55.13,Elec Plantroom 55.13,brick:Electrical_Room,L55,
Room_55.11,Mechanical Plantroom 55.11,brick:Mechanical_Room,L55,
Room_55.51,Fire Equipment 55.51,brick:Room,L55,
Room_55.20,H.Comms 55.20,brick:Communications_Room,L55,
Room_55.21,T.Comms 55.21,brick:Communications_Room,L55,
Room_55.08,KE Plantroom 55.08,brick:Room,L55,
Room_55.05,KE Plantroom 55.05,brick:Room,L55,
Room_55.14,Plantroom 55.14,brick:Room,L55,
Room_55.09,Mechanical Plantroom 55.09,brick:Mechanical_Room,L55,
Room_55.22,Mechanical Plantroom 55.22,brick:Mechanical_Room,L55,
Room_55.14,Plantroom 55.14,brick:Room,L55,
Room_54.03,Plantroom 54.03,brick:Room,L54,
Room_54.01,Fire Stair 54.01,brick:Staircase,L54,
Room_54.02,Fire Stair 54.02,brick:Staircase,L54,
Room_54.09,Services Lobby 54.09,brick:Lobby,L54,
Room_54.04,Water Tank Room 54.04,brick:Room,L54,
Room_54.05,Fire Tank Room 54.05,brick:Room,L54,
Room_54.11,Services Lobby 54.11,brick:Lobby,L54,
Room_54.41,Fire Equipment 54.41,brick:Room,L54,
Room_54.51,Fire Equipment 54.51,brick:Room,L54,
Room_54.06,Unisex WC 54.06,brick:Restroom,L54,
Room_54.20,H.Comms 54.20,brick:Communications_Room,L54,
Room_54.21,T.Comms 54.21,brick:Communications_Room,L54,
Room_54.07,Plantroom 54.07,brick:Room,L54,
Room_54.13,Elec Plantroom 54.13,brick:Electrical_Room,L54,
Room_55M.03,Mechanical Plantroom 55M.03,brick:Mechanical_Room,L55M,
Room_55M.02,Fire Stair 55M.02,brick:Room,L55M,
Room_56.02,Fire Stair 56.02,brick:Room,L56,
Level_04_East_Perimeter,East Perimeter,brick:Space,L04,EA-T-04-VAV-E
Level_04_North_East_Perimeter,North East Perimeter,brick:Space,L04,EA-T-04-VAV-NE
Level_04_South_Perimeter_1,South Perimeter 1,brick:Space,L04,EA-T-04-VAV-S1
Level_04_South_Perimeter_2,South Perimeter 2,brick:Space,L04,EA-T-04-VAV-S2
Level_04_West_Perimeter,West Perimeter,brick:Space,L04,EA-T-04-VAV-W
Level_04_North_West_Perimeter,North West Perimeter,brick:Space,L04,EA-T-04-VAV-NW
Level_04_Center_Zone_East_1,Center Zone East 1,brick:Space,L04,EA-T-04-VAV-CZE1
Level_04_Center_Zone_East_2,Center Zone East 2,brick:Space,L04,EA-T-04-VAV-CZE2
Level_04_Center_Zone_East_3,Center Zone East 3,brick:Space,L04,EA-T-04-VAV-CZE3
Level_04_Center_Zone_East_4,Center Zone East 4,brick:Space,L04,EA-T-04-VAV-CZE4
Level_04_Center_Zone_East_5,Center Zone East 5,brick:Space,L04,EA-T-04-VAV-CZE5
Level_04_Lift_Lobby_East,Lift Lobby East,brick:Space,L04,EA-T-04-VAV-LLE
Level_04_Center_Zone_West_1,Center Zone West 1,brick:Space,L04,EA-T-04-VAV-CZW1
Level_04_Center_Zone_West_2,Center Zone West 2,brick:Space,L04,EA-T-04-VAV-CZW2
Level_04_Center_Zone_West_3,Center Zone West 3,brick:Space,L04,EA-T-04-VAV-CZW3
Level_06_East_Perimeter,East Perimeter,brick:Space,L06,EA-T-06-VAV-E
Level_06_North_East_Perimeter,North East Perimeter,brick:Space,L06,EA-T-06-VAV-NE
Level_06_South_Perimeter_1,South Perimeter 1,brick:Space,L06,EA-T-06-VAV-S1
Level_06_South_Perimeter_2,South Perimeter 2,brick:Space,L06,EA-T-06-VAV-S2
Level_06_West_Perimeter,West Perimeter,brick:Space,L06,EA-T-06-VAV-W
Level_06_North_West_Perimeter,North West Perimeter,brick:Space,L06,EA-T-06-VAV-NW
Level_06_Center_Zone_East_1,Center Zone East 1,brick:Space,L06,EA-T-06-VAV-CZE1
Level_06_Center_Zone_East_2,Center Zone East 2,brick:Space,L06,EA-T-06-VAV-CZE2
Level_06_Center_Zone_East_3,Center Zone East 3,brick:Space,L06,EA-T-06-VAV-CZE3
Level_06_Center_Zone_East_4,Center Zone East 4,brick:Space,L06,EA-T-06-VAV-CZE4
Level_06_Lift_Lobby_East,Lift Lobby East,brick:Space,L06,EA-T-06-VAV-LLE
Level_06_Center_Zone_West_1,Center Zone West 1,brick:Space,L06,EA-T-06-VAV-CZW1
Level_06_Center_Zone_West_2,Center Zone West 2,brick:Space,L06,EA-T-06-VAV-CZW2
Level_06_Center_Zone_West_3,Center Zone West 3,brick:Space,L06,EA-T-06-VAV-CZW3
Level_07_East_Perimeter,East Perimeter,brick:Space,L07,EA-T-07-VAV-E
Level_07_North_East_Perimeter,North East Perimeter,brick:Space,L07,EA-T-07-VAV-NE
Level_07_South_Perimeter_1,South Perimeter 1,brick:Space,L07,EA-T-07-VAV-S1
Level_07_South_Perimeter_2,South Perimeter 2,brick:Space,L07,EA-T-07-VAV-S2
Level_07_West_Perimeter,West Perimeter,brick:Space,L07,EA-T-07-VAV-W
Level_07_North_West_Perimeter,North West Perimeter,brick:Space,L07,EA-T-07-VAV-NW
Level_07_Center_Zone_East_1,Center Zone East 1,brick:Space,L07,EA-T-07-VAV-CZE1
Level_07_Center_Zone_East_2,Center Zone East 2,brick:Space,L07,EA-T-07-VAV-CZE2
Level_07_Center_Zone_East_3,Center Zone East 3,brick:Space,L07,EA-T-07-VAV-CZE3
Level_07_Center_Zone_East_4,Center Zone East 4,brick:Space,L07,EA-T-07-VAV-CZE4
Level_07_Lift_Lobby_East,Lift Lobby East,brick:Space,L07,EA-T-07-VAV-LLE
Level_07_Center_Zone_West_1,Center Zone West 1,brick:Space,L07,EA-T-07-VAV-CZW1
Level_07_Center_Zone_West_2,Center Zone West 2,brick:Space,L07,EA-T-07-VAV-CZW2
Level_07_Center_Zone_West_3,Center Zone West 3,brick:Space,L07,EA-T-07-VAV-CZW3
Level_08_East_Perimeter,East Perimeter,brick:Space,L08,EA-T-08-VAV-E
Level_08_North_East_Perimeter,North East Perimeter,brick:Space,L08,EA-T-08-VAV-NE
Level_08_South_Perimeter_1,South Perimeter 1,brick:Space,L08,EA-T-08-VAV-S1
Level_08_South_Perimeter_2,South Perimeter 2,brick:Space,L08,EA-T-08-VAV-S2
Level_08_West_Perimeter,West Perimeter,brick:Space,L08,EA-T-08-VAV-W
Level_08_North_West_Perimeter,North West Perimeter,brick:Space,L08,EA-T-08-VAV-NW
Level_08_Center_Zone_East_1,Center Zone East 1,brick:Space,L08,EA-T-08-VAV-CZE1
Level_08_Center_Zone_East_2,Center Zone East 2,brick:Space,L08,EA-T-08-VAV-CZE2
Level_08_Center_Zone_East_3,Center Zone East 3,brick:Space,L08,EA-T-08-VAV-CZE3
Level_08_Center_Zone_East_4,Center Zone East 4,brick:Space,L08,EA-T-08-VAV-CZE4
Level_08_Lift_Lobby_East,Lift Lobby East,brick:Space,L08,EA-T-08-VAV-LLE
Level_08_Center_Zone_West_1,Center Zone West 1,brick:Space,L08,EA-T-08-VAV-CZW1
Level_08_Center_Zone_West_2,Center Zone West 2,brick:Space,L08,EA-T-08-VAV-CZW2
Level_08_Center_Zone_West_3,Center Zone West 3,brick:Space,L08,EA-T-08-VAV-CZW3
Level_09_East_Perimeter,East Perimeter,brick:Space,L09,EA-T-09-VAV-E
Level_09_North_East_Perimeter,North East Perimeter,brick:Space,L09,EA-T-09-VAV-NE
Level_09_South_Perimeter_1,South Perimeter 1,brick:Space,L09,EA-T-09-VAV-S1
Level_09_South_Perimeter_2,South Perimeter 2,brick:Space,L09,EA-T-09-VAV-S2
Level_09_West_Perimeter,West Perimeter,brick:Space,L09,EA-T-09-VAV-W
Level_09_North_West_Perimeter,North West Perimeter,brick:Space,L09,EA-T-09-VAV-NW
Level_09_Center_Zone_East_1,Center Zone East 1,brick:Space,L09,EA-T-09-VAV-CZE1
Level_09_Center_Zone_East_2,Center Zone East 2,brick:Space,L09,EA-T-09-VAV-CZE2
Level_09_Center_Zone_East_3,Center Zone East 3,brick:Space,L09,EA-T-09-VAV-CZE3
Level_09_Center_Zone_East_4,Center Zone East 4,brick:Space,L09,EA-T-09-VAV-CZE4
Level_09_Lift_Lobby_East,Lift Lobby East,brick:Space,L09,EA-T-09-VAV-LLE
Level_09_Center_Zone_West_1,Center Zone West 1,brick:Space,L09,EA-T-09-VAV-CZW1
Level_09_Center_Zone_West_2,Center Zone West 2,brick:Space,L09,EA-T-09-VAV-CZW2
Level_09_Center_Zone_West_3,Center Zone West 3,brick:Space,L09,EA-T-09-VAV-CZW3
Level_10_East_Perimeter,East Perimeter,brick:Space,L10,EA-T-10-VAV-E
Level_10_North_East_Perimeter,North East Perimeter,brick:Space,L10,EA-T-10-VAV-NE
Level_10_South_Perimeter_1,South Perimeter 1,brick:Space,L10,EA-T-10-VAV-S1
Level_10_South_Perimeter_2,South Perimeter 2,brick:Space,L10,EA-T-10-VAV-S2
Level_10_West_Perimeter,West Perimeter,brick:Space,L10,EA-T-10-VAV-W
Level_10_North_West_Perimeter,North West Perimeter,brick:Space,L10,EA-T-10-VAV-NW
Level_10_Center_Zone_East_1,Center Zone East 1,brick:Space,L10,EA-T-10-VAV-CZE1
Level_10_Center_Zone_East_2,Center Zone East 2,brick:Space,L10,EA-T-10-VAV-CZE2
Level_10_Center_Zone_East_3,Center Zone East 3,brick:Space,L10,EA-T-10-VAV-CZE3
Level_10_Center_Zone_East_4,Center Zone East 4,brick:Space,L10,EA-T-10-VAV-CZE4
Level_10_Lift_Lobby_East,Lift Lobby East,brick:Space,L10,EA-T-10-VAV-LLE
Level_10_Center_Zone_West_1,Center Zone West 1,brick:Space,L10,EA-T-10-VAV-CZW1
Level_10_Center_Zone_West_2,Center Zone West 2,brick:Space,L10,EA-T-10-VAV-CZW2
Level_10_Center_Zone_West_3,Center Zone West 3,brick:Space,L10,EA-T-10-VAV-CZW3
Level_11_East_Perimeter,East Perimeter,brick:Space,L11,EA-T-11-VAV-E
Level_11_North_East_Perimeter,North East Perimeter,brick:Space,L11,EA-T-11-VAV-NE
Level_11_South_Perimeter_1,South Perimeter 1,brick:Space,L11,EA-T-11-VAV-S1
Level_11_South_Perimeter_2,South Perimeter 2,brick:Space,L11,EA-T-11-VAV-S2
Level_11_West_Perimeter,West Perimeter,brick:Space,L11,EA-T-11-VAV-W
Level_11_North_West_Perimeter,North West Perimeter,brick:Space,L11,EA-T-11-VAV-NW
Level_11_Center_Zone_East_1,Center Zone East 1,brick:Space,L11,EA-T-11-VAV-CZE1
Level_11_Center_Zone_East_2,Center Zone East 2,brick:Space,L11,EA-T-11-VAV-CZE2
Level_11_Center_Zone_East_3,Center Zone East 3,brick:Space,L11,EA-T-11-VAV-CZE3
Level_11_Center_Zone_East_4,Center Zone East 4,brick:Space,L11,EA-T-11-VAV-CZE4
Level_11_Lift_Lobby_East,Lift Lobby East,brick:Space,L11,EA-T-11-VAV-LLE
Level_11_Center_Zone_West_1,Center Zone West 1,brick:Space,L11,EA-T-11-VAV-CZW1
Level_11_Center_Zone_West_2,Center Zone West 2,brick:Space,L11,EA-T-11-VAV-CZW2
Level_11_Center_Zone_West_3,Center Zone West 3,brick:Space,L11,EA-T-11-VAV-CZW3
Level_12_East_Perimeter,East Perimeter,brick:Space,L12,EA-T-12-VAV-E
Level_12_North_East_Perimeter,North East Perimeter,brick:Space,L12,EA-T-12-VAV-NE
Level_12_South_Perimeter_1,South Perimeter 1,brick:Space,L12,EA-T-12-VAV-S1
Level_12_South_Perimeter_2,South Perimeter 2,brick:Space,L12,EA-T-12-VAV-S2
Level_12_West_Perimeter,West Perimeter,brick:Space,L12,EA-T-12-VAV-W
Level_12_North_West_Perimeter,North West Perimeter,brick:Space,L12,EA-T-12-VAV-NW
Level_12_Center_Zone_East_1,Center Zone East 1,brick:Space,L12,EA-T-12-VAV-CZE1
Level_12_Center_Zone_East_2,Center Zone East 2,brick:Space,L12,EA-T-12-VAV-CZE2
Level_12_Center_Zone_East_3,Center Zone East 3,brick:Space,L12,EA-T-12-VAV-CZE3
Level_12_Center_Zone_East_4,Center Zone East 4,brick:Space,L12,EA-T-12-VAV-CZE4
Level_12_Lift_Lobby_East,Lift Lobby East,brick:Space,L12,EA-T-12-VAV-LLE
Level_12_Center_Zone_West_1,Center Zone West 1,brick:Space,L12,EA-T-12-VAV-CZW1
Level_12_Center_Zone_West_2,Center Zone West 2,brick:Space,L12,EA-T-12-VAV-CZW2
Level_12_Center_Zone_West_3,Center Zone West 3,brick:Space,L12,EA-T-12-VAV-CZW3
Level_13_East_Perimeter,East Perimeter,brick:Space,L13,EA-T-13-VAV-E
Level_13_North_East_Perimeter,North East Perimeter,brick:Space,L13,EA-T-13-VAV-NE
Level_13_South_Perimeter_1,South Perimeter 1,brick:Space,L13,EA-T-13-VAV-S1
Level_13_South_Perimeter_2,South Perimeter 2,brick:Space,L13,EA-T-13-VAV-S2
Level_13_West_Perimeter,West Perimeter,brick:Space,L13,EA-T-13-VAV-W
Level_13_North_West_Perimeter,North West Perimeter,brick:Space,L13,EA-T-13-VAV-NW
Level_13_Center_Zone_East_1,Center Zone East 1,brick:Space,L13,EA-T-13-VAV-CZE1
Level_13_Center_Zone_East_2,Center Zone East 2,brick:Space,L13,EA-T-13-VAV-CZE2
Level_13_Center_Zone_East_3,Center Zone East 3,brick:Space,L13,EA-T-13-VAV-CZE3
Level_13_Center_Zone_East_4,Center Zone East 4,brick:Space,L13,EA-T-13-VAV-CZE4
Level_13_Lift_Lobby_East,Lift Lobby East,brick:Space,L13,EA-T-13-VAV-LLE
Level_13_Center_Zone_West_1,Center Zone West 1,brick:Space,L13,EA-T-13-VAV-CZW1
Level_13_Center_Zone_West_2,Center Zone West 2,brick:Space,L13,EA-T-13-VAV-CZW2
Level_13_Center_Zone_West_3,Center Zone West 3,brick:Space,L13,EA-T-13-VAV-CZW3
Level_14_East_Perimeter,East Perimeter,brick:Space,L14,EA-T-14-VAV-E
Level_14_North_East_Perimeter,North East Perimeter,brick:Space,L14,EA-T-14-VAV-NE
Level_14_South_Perimeter_1,South Perimeter 1,brick:Space,L14,EA-T-14-VAV-S1
Level_14_South_Perimeter_2,South Perimeter 2,brick:Space,L14,EA-T-14-VAV-S2
Level_14_West_Perimeter,West Perimeter,brick:Space,L14,EA-T-14-VAV-W
Level_14_North_West_Perimeter,North West Perimeter,brick:Space,L14,EA-T-14-VAV-NW
Level_14_Center_Zone_East_1,Center Zone East 1,brick:Space,L14,EA-T-14-VAV-CZE1
Level_14_Center_Zone_East_2,Center Zone East 2,brick:Space,L14,EA-T-14-VAV-CZE2
Level_14_Center_Zone_East_3,Center Zone East 3,brick:Space,L14,EA-T-14-VAV-CZE3
Level_14_Center_Zone_East_4,Center Zone East 4,brick:Space,L14,EA-T-14-VAV-CZE4
Level_14_Lift_Lobby_East,Lift Lobby East,brick:Space,L14,EA-T-14-VAV-LLE
Level_14_Center_Zone_West_1,Center Zone West 1,brick:Space,L14,EA-T-14-VAV-CZW1
Level_14_Center_Zone_West_2,Center Zone West 2,brick:Space,L14,EA-T-14-VAV-CZW2
Level_14_Center_Zone_West_3,Center Zone West 3,brick:Space,L14,EA-T-14-VAV-CZW3
Level_15_East_Perimeter,East Perimeter,brick:Space,L15,EA-T-15-VAV-E
Level_15_North_East_Perimeter,North East Perimeter,brick:Space,L15,EA-T-15-VAV-NE
Level_15_South_Perimeter_1,South Perimeter 1,brick:Space,L15,EA-T-15-VAV-S1
Level_15_South_Perimeter_2,South Perimeter 2,brick:Space,L15,EA-T-15-VAV-S2
Level_15_West_Perimeter,West Perimeter,brick:Space,L15,EA-T-15-VAV-W
Level_15_North_West_Perimeter,North West Perimeter,brick:Space,L15,EA-T-15-VAV-NW
Level_15_Center_Zone_East_1,Center Zone East 1,brick:Space,L15,EA-T-15-VAV-CZE1
Level_15_Center_Zone_East_2,Center Zone East 2,brick:Space,L15,EA-T-15-VAV-CZE2
Level_15_Center_Zone_East_3,Center Zone East 3,brick:Space,L15,EA-T-15-VAV-CZE3
Level_15_Center_Zone_East_4,Center Zone East 4,brick:Space,L15,EA-T-15-VAV-CZE4
Level_15_Lift_Lobby_East,Lift Lobby East,brick:Space,L15,EA-T-15-VAV-LLE
Level_15_Center_Zone_West_1,Center Zone West 1,brick:Space,L15,EA-T-15-VAV-CZW1
Level_15_Center_Zone_West_2,Center Zone West 2,brick:Space,L15,EA-T-15-VAV-CZW2
Level_15_Center_Zone_West_3,Center Zone West 3,brick:Space,L15,EA-T-15-VAV-CZW3
Level_16_East_Perimeter,East Perimeter,brick:Space,L16,EA-T-16-VAV-E
Level_16_North_East_Perimeter,North East Perimeter,brick:Space,L16,EA-T-16-VAV-NE
Level_16_South_Perimeter_1,South Perimeter 1,brick:Space,L16,EA-T-16-VAV-S1
Level_16_South_Perimeter_2,South Perimeter 2,brick:Space,L16,EA-T-16-VAV-S2
Level_16_West_Perimeter,West Perimeter,brick:Space,L16,EA-T-16-VAV-W
Level_16_North_West_Perimeter,North West Perimeter,brick:Space,L16,EA-T-16-VAV-NW
Level_16_Center_Zone_East_1,Center Zone East 1,brick:Space,L16,EA-T-16-VAV-CZE1
Level_16_Center_Zone_East_2,Center Zone East 2,brick:Space,L16,EA-T-16-VAV-CZE2
Level_16_Center_Zone_East_3,Center Zone East 3,brick:Space,L16,EA-T-16-VAV-CZE3
Level_16_Center_Zone_East_4,Center Zone East 4,brick:Space,L16,EA-T-16-VAV-CZE4
Level_16_Lift_Lobby_East,Lift Lobby East,brick:Space,L16,EA-T-16-VAV-LLE
Level_16_Center_Zone_West_1,Center Zone West 1,brick:Space,L16,EA-T-16-VAV-CZW1
Level_16_Center_Zone_West_2,Center Zone West 2,brick:Space,L16,EA-T-16-VAV-CZW2
Level_16_Center_Zone_West_3,Center Zone West 3,brick:Space,L16,EA-T-16-VAV-CZW3
Level_17_East_Perimeter,East Perimeter,brick:Space,L17,EA-T-17-VAV-E
Level_17_North_East_Perimeter,North East Perimeter,brick:Space,L17,EA-T-17-VAV-NE
Level_17_South_Perimeter_1,South Perimeter 1,brick:Space,L17,EA-T-17-VAV-S1
Level_17_South_Perimeter_2,South Perimeter 2,brick:Space,L17,EA-T-17-VAV-S2
Level_17_West_Perimeter,West Perimeter,brick:Space,L17,EA-T-17-VAV-W
Level_17_North_West_Perimeter,North West Perimeter,brick:Space,L17,EA-T-17-VAV-NW
Level_17_Center_Zone_East_1,Center Zone East 1,brick:Space,L17,EA-T-17-VAV-CZE1
Level_17_Center_Zone_East_2,Center Zone East 2,brick:Space,L17,EA-T-17-VAV-CZE2
Level_17_Center_Zone_East_3,Center Zone East 3,brick:Space,L17,EA-T-17-VAV-CZE3
Level_17_Center_Zone_East_4,Center Zone East 4,brick:Space,L17,EA-T-17-VAV-CZE4
Level_17_Lift_Lobby_East,Lift Lobby East,brick:Space,L17,EA-T-17-VAV-LLE
Level_17_Center_Zone_West_1,Center Zone West 1,brick:Space,L17,EA-T-17-VAV-CZW1
Level_17_Center_Zone_West_2,Center Zone West 2,brick:Space,L17,EA-T-17-VAV-CZW2
Level_17_Center_Zone_West_3,Center Zone West 3,brick:Space,L17,EA-T-17-VAV-CZW3
Level_18_East_Perimeter,East Perimeter,brick:Space,L18,EA-T-18-VAV-E
Level_18_North_East_Perimeter,North East Perimeter,brick:Space,L18,EA-T-18-VAV-NE
Level_18_South_Perimeter_1,South Perimeter 1,brick:Space,L18,EA-T-18-VAV-S1
Level_18_South_Perimeter_2,South Perimeter 2,brick:Space,L18,EA-T-18-VAV-S2
Level_18_West_Perimeter,West Perimeter,brick:Space,L18,EA-T-18-VAV-W
Level_18_North_West_Perimeter,North West Perimeter,brick:Space,L18,EA-T-18-VAV-NW
Level_18_Center_Zone_East_1,Center Zone East 1,brick:Space,L18,EA-T-18-VAV-CZE1
Level_18_Center_Zone_East_2,Center Zone East 2,brick:Space,L18,EA-T-18-VAV-CZE2
Level_18_Center_Zone_East_3,Center Zone East 3,brick:Space,L18,EA-T-18-VAV-CZE3
Level_18_Center_Zone_East_4,Center Zone East 4,brick:Space,L18,EA-T-18-VAV-CZE4
Level_18_Lift_Lobby_East,Lift Lobby East,brick:Space,L18,EA-T-18-VAV-LLE
Level_18_Center_Zone_West_1,Center Zone West 1,brick:Space,L18,EA-T-18-VAV-CZW1
Level_18_Center_Zone_West_2,Center Zone West 2,brick:Space,L18,EA-T-18-VAV-CZW2
Level_18_Center_Zone_West_3,Center Zone West 3,brick:Space,L18,EA-T-18-VAV-CZW3
Level_19_East_Perimeter,East Perimeter,brick:Space,L19,EA-T-19-VAV-E
Level_19_North_East_Perimeter,North East Perimeter,brick:Space,L19,EA-T-19-VAV-NE
Level_19_South_Perimeter_1,South Perimeter 1,brick:Space,L19,EA-T-19-VAV-S1
Level_19_South_Perimeter_2,South Perimeter 2,brick:Space,L19,EA-T-19-VAV-S2
Level_19_West_Perimeter,West Perimeter,brick:Space,L19,EA-T-19-VAV-W
Level_19_North_West_Perimeter,North West Perimeter,brick:Space,L19,EA-T-19-VAV-NW
Level_19_Center_Zone_East_1,Center Zone East 1,brick:Space,L19,EA-T-19-VAV-CZE1
Level_19_Center_Zone_East_2,Center Zone East 2,brick:Space,L19,EA-T-19-VAV-CZE2
Level_19_Center_Zone_East_3,Center Zone East 3,brick:Space,L19,EA-T-19-VAV-CZE3
Level_19_Center_Zone_East_4,Center Zone East 4,brick:Space,L19,EA-T-19-VAV-CZE4
Level_19_Lift_Lobby_East,Lift Lobby East,brick:Space,L19,EA-T-19-VAV-LLE
Level_19_Center_Zone_West_1,Center Zone West 1,brick:Space,L19,EA-T-19-VAV-CZW1
Level_19_Center_Zone_West_2,Center Zone West 2,brick:Space,L19,EA-T-19-VAV-CZW2
Level_19_Center_Zone_West_3,Center Zone West 3,brick:Space,L19,EA-T-19-VAV-CZW3
Level_20_East_Perimeter,East Perimeter,brick:Space,L20,EA-T-20-VAV-E
Level_20_North_East_Perimeter,North East Perimeter,brick:Space,L20,EA-T-20-VAV-NE
Level_20_South_Perimeter_1,South Perimeter 1,brick:Space,L20,EA-T-20-VAV-S1
Level_20_South_Perimeter_2,South Perimeter 2,brick:Space,L20,EA-T-20-VAV-S2
Level_20_West_Perimeter,West Perimeter,brick:Space,L20,EA-T-20-VAV-W
Level_20_North_West_Perimeter,North West Perimeter,brick:Space,L20,EA-T-20-VAV-NW
Level_20_Center_Zone_East_1,Center Zone East 1,brick:Space,L20,EA-T-20-VAV-CZE1
Level_20_Center_Zone_East_2,Center Zone East 2,brick:Space,L20,EA-T-20-VAV-CZE2
Level_20_Center_Zone_East_3,Center Zone East 3,brick:Space,L20,EA-T-20-VAV-CZE3
Level_20_Center_Zone_East_4,Center Zone East 4,brick:Space,L20,EA-T-20-VAV-CZE4
Level_20_Lift_Lobby_East,Lift Lobby East,brick:Space,L20,EA-T-20-VAV-LLE
Level_20_Center_Zone_West_1,Center Zone West 1,brick:Space,L20,EA-T-20-VAV-CZW1
Level_20_Center_Zone_West_2,Center Zone West 2,brick:Space,L20,EA-T-20-VAV-CZW2
Level_20_Center_Zone_West_3,Center Zone West 3,brick:Space,L20,EA-T-20-VAV-CZW3
Level_21_East_Perimeter,East Perimeter,brick:Space,L21,EA-T-21-VAV-E
Level_21_North_East_Perimeter,North East Perimeter,brick:Space,L21,EA-T-21-VAV-NE
Level_21_South_Perimeter_1,South Perimeter 1,brick:Space,L21,EA-T-21-VAV-S1
Level_21_South_Perimeter_2,South Perimeter 2,brick:Space,L21,EA-T-21-VAV-S2
Level_21_West_Perimeter,West Perimeter,brick:Space,L21,EA-T-21-VAV-W
Level_21_North_West_Perimeter,North West Perimeter,brick:Space,L21,EA-T-21-VAV-NW
Level_21_Center_Zone_East_1,Center Zone East 1,brick:Space,L21,EA-T-21-VAV-CZE1
Level_21_Center_Zone_East_2,Center Zone East 2,brick:Space,L21,EA-T-21-VAV-CZE2
Level_21_Center_Zone_East_3,Center Zone East 3,brick:Space,L21,EA-T-21-VAV-CZE3
Level_21_Center_Zone_East_4,Center Zone East 4,brick:Space,L21,EA-T-21-VAV-CZE4
Level_21_Lift_Lobby_East,Lift Lobby East,brick:Space,L21,EA-T-21-VAV-LLE
Level_21_Center_Zone_West_1,Center Zone West 1,brick:Space,L21,EA-T-21-VAV-CZW1
Level_21_Center_Zone_West_2,Center Zone West 2,brick:Space,L21,EA-T-21-VAV-CZW2
Level_21_Center_Zone_West_3,Center Zone West 3,brick:Space,L21,EA-T-21-VAV-CZW3
Level_22_East_Perimeter,East Perimeter,brick:Space,L22,EA-T-22-VAV-E
Level_22_North_East_Perimeter,North East Perimeter,brick:Space,L22,EA-T-22-VAV-NE
Level_22_South_Perimeter_1,South Perimeter 1,brick:Space,L22,EA-T-22-VAV-S1
Level_22_South_Perimeter_2,South Perimeter 2,brick:Space,L22,EA-T-22-VAV-S2
Level_22_West_Perimeter,West Perimeter,brick:Space,L22,EA-T-22-VAV-W
Level_22_North_West_Perimeter,North West Perimeter,brick:Space,L22,EA-T-22-VAV-NW
Level_22_Center_Zone_East_1,Center Zone East 1,brick:Space,L22,EA-T-22-VAV-CZE1
Level_22_Center_Zone_East_2,Center Zone East 2,brick:Space,L22,EA-T-22-VAV-CZE2
Level_22_Center_Zone_East_3,Center Zone East 3,brick:Space,L22,EA-T-22-VAV-CZE3
Level_22_Center_Zone_East_4,Center Zone East 4,brick:Space,L22,EA-T-22-VAV-CZE4
Level_22_Lift_Lobby_East,Lift Lobby East,brick:Space,L22,EA-T-22-VAV-LLE
